filename,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
text1042,0.034267913,0.074766355,0.052959502,0.034267913,0.398753894,0.062305296,0.024922118,0.165109034,0.065420561,0.087227414
text539,0.034251175,0.092679651,0.026192075,0.019476158,0.132303559,0.018132975,0.012760242,0.499664204,0.134318334,0.030221625
text47,0.034246575,0.017123288,0.04109589,0.034246575,0.400684932,0.044520548,0.030821918,0.229452055,0.078767123,0.089041096
text1258,0.034108527,0.069767442,0.051162791,0.168992248,0.435658915,0.017054264,0.029457364,0.021705426,0.048062016,0.124031008
text284,0.034006376,0.025504782,0.52816153,0.026567481,0.058448459,0.147715197,0.022316684,0.024442083,0.116896918,0.015940489
text1115,0.033980583,0.237864078,0.033980583,0.063106796,0.140776699,0.036407767,0.087378641,0.116504854,0.02184466,0.22815534
text545,0.033962264,0.279245283,0.060377358,0.026415094,0.169811321,0.064150943,0.124528302,0.049056604,0.154716981,0.037735849
text1055,0.033898305,0.028248588,0.053672316,0.025423729,0.296610169,0.110169492,0.031073446,0.209039548,0.149717514,0.062146893
text646,0.033870968,0.022580645,0.572580645,0.046774194,0.016129032,0.146774194,0.04516129,0.051612903,0.035483871,0.029032258
text155,0.033846154,0.027692308,0.021538462,0.027692308,0.043076923,0.698461538,0.030769231,0.04,0.055384615,0.021538462
text268,0.033783784,0.033783784,0.058558559,0.022522523,0.06981982,0.61036036,0.022522523,0.06981982,0.063063063,0.015765766
text660,0.033596838,0.640316206,0.033596838,0.023715415,0.037549407,0.019762846,0.116600791,0.02173913,0.033596838,0.039525692
text587,0.033576642,0.122627737,0.01459854,0.017518248,0.157664234,0.016058394,0.027737226,0.017518248,0.576642336,0.016058394
text1209,0.033498759,0.043424318,0.044665012,0.014888337,0.433002481,0.307692308,0.009925558,0.070719603,0.014888337,0.027295285
text597,0.03313253,0.09939759,0.237951807,0.027108434,0.06626506,0.060240964,0.042168675,0.129518072,0.265060241,0.039156627
text817,0.033096927,0.479905437,0.040189125,0.033096927,0.01891253,0.040189125,0.262411348,0.023640662,0.033096927,0.035460993
text491,0.033057851,0.024793388,0.02892562,0.037190083,0.053719008,0.095041322,0.44214876,0.23553719,0.02892562,0.020661157
text1009,0.033033033,0.312312312,0.096096096,0.072072072,0.069069069,0.033033033,0.159159159,0.051051051,0.054054054,0.12012012
text1022,0.032894737,0.065789474,0.009210526,0.015789474,0.118421053,0.038157895,0.555263158,0.056578947,0.021052632,0.086842105
text475,0.032876712,0.216438356,0.024657534,0.528767123,0.019178082,0.016438356,0.082191781,0.019178082,0.046575342,0.01369863
text109,0.032876712,0.030136986,0.060273973,0.063013699,0.071232877,0.071232877,0.098630137,0.093150685,0.424657534,0.054794521
text832,0.032786885,0.06010929,0.650273224,0.024590164,0.049180328,0.035519126,0.019125683,0.035519126,0.06010929,0.032786885
text749,0.032786885,0.038934426,0.092213115,0.022540984,0.192622951,0.032786885,0.06147541,0.040983607,0.459016393,0.026639344
text409,0.032697548,0.032697548,0.351498638,0.019073569,0.136239782,0.264305177,0.016348774,0.04359673,0.073569482,0.029972752
text1117,0.032653061,0.024489796,0.028571429,0.069387755,0.102040816,0.040816327,0.040816327,0.06122449,0.118367347,0.481632653
text1376,0.03264095,0.028189911,0.034124629,0.013353116,0.026706231,0.783382789,0.03115727,0.029673591,0.011869436,0.008902077
text166,0.032634033,0.037296037,0.296037296,0.03030303,0.216783217,0.132867133,0.018648019,0.097902098,0.060606061,0.076923077
text1074,0.032590051,0.233276158,0.051457976,0.041166381,0.073756432,0.051457976,0.034305317,0.394511149,0.066895369,0.02058319
text931,0.032581454,0.027568922,0.090225564,0.115288221,0.385964912,0.052631579,0.020050125,0.090225564,0.060150376,0.125313283
text91,0.032549729,0.027124774,0.090415913,0.012658228,0.580470163,0.110307414,0.028933092,0.057866184,0.04159132,0.018083183
text161,0.032482599,0.453596288,0.091647332,0.041763341,0.121809745,0.041763341,0.019721578,0.02900232,0.148491879,0.019721578
text1122,0.032467532,0.608766234,0.102272727,0.024350649,0.011363636,0.021103896,0.024350649,0.021103896,0.121753247,0.032467532
text436,0.032448378,0.300884956,0.017699115,0.088495575,0.02359882,0.02359882,0.174041298,0.14159292,0.02359882,0.174041298
text463,0.032388664,0.028340081,0.032388664,0.036437247,0.044534413,0.052631579,0.453441296,0.198380567,0.056680162,0.064777328
text370,0.032345013,0.113207547,0.037735849,0.490566038,0.051212938,0.035040431,0.107816712,0.032345013,0.040431267,0.059299191
text1125,0.032183908,0.036781609,0.04137931,0.04137931,0.103448276,0.034482759,0.048275862,0.082758621,0.052873563,0.526436782
text836,0.032,0.090666667,0.026666667,0.042666667,0.072,0.021333333,0.490666667,0.117333333,0.085333333,0.021333333
text246,0.031969309,0.52685422,0.093350384,0.033248082,0.065217391,0.071611253,0.052429668,0.028132992,0.072890026,0.024296675
text1336,0.031897927,0.106858054,0.070175439,0.043062201,0.035087719,0.527910686,0.019138756,0.022328549,0.089314195,0.054226475
text1216,0.03187251,0.11752988,0.019920319,0.045816733,0.021912351,0.023904382,0.629482072,0.037848606,0.043824701,0.027888446
text743,0.03180212,0.056537102,0.021201413,0.035335689,0.024734982,0.045936396,0.215547703,0.501766784,0.035335689,0.03180212
text793,0.031662269,0.011873351,0.030343008,0.015831135,0.616094987,0.14116095,0.011873351,0.042216359,0.072559367,0.026385224
text583,0.031578947,0.319298246,0.049122807,0.063157895,0.059649123,0.035087719,0.270175439,0.09122807,0.049122807,0.031578947
text579,0.031518625,0.034383954,0.020057307,0.203438395,0.022922636,0.025787966,0.028653295,0.031518625,0.042979943,0.558739255
text1062,0.031446541,0.154716981,0.030188679,0.016352201,0.045283019,0.045283019,0.581132075,0.036477987,0.026415094,0.032704403
text552,0.030959752,0.210526316,0.024767802,0.13622291,0.07120743,0.027863777,0.380804954,0.061919505,0.030959752,0.024767802
text25,0.030857143,0.021714286,0.017142857,0.028571429,0.180571429,0.540571429,0.019428571,0.070857143,0.059428571,0.030857143
text1323,0.030852995,0.047186933,0.190562613,0.016333938,0.136116152,0.132486388,0.043557169,0.221415608,0.114337568,0.067150635
text316,0.030812325,0.050420168,0.165266106,0.050420168,0.294117647,0.036414566,0.014005602,0.030812325,0.296918768,0.030812325
text1257,0.030726257,0.515363128,0.022346369,0.015363128,0.032122905,0.026536313,0.205307263,0.029329609,0.096368715,0.026536313
text513,0.030726257,0.039106145,0.103351955,0.027932961,0.217877095,0.036312849,0.039106145,0.069832402,0.405027933,0.030726257
text1333,0.030651341,0.059386973,0.042145594,0.097701149,0.363984674,0.086206897,0.097701149,0.072796935,0.078544061,0.070881226
text21,0.030612245,0.058309038,0.660349854,0.013119534,0.030612245,0.033527697,0.023323615,0.014577259,0.123906706,0.011661808
text1236,0.030573248,0.036942675,0.061146497,0.014012739,0.267515924,0.124840764,0.039490446,0.050955414,0.340127389,0.034394904
text434,0.030567686,0.292576419,0.030567686,0.344978166,0.074235808,0.052401747,0.048034934,0.026200873,0.048034934,0.052401747
text575,0.030534351,0.08778626,0.064885496,0.519083969,0.045801527,0.019083969,0.072519084,0.080152672,0.053435115,0.026717557
text631,0.030418251,0.091254753,0.022813688,0.627376426,0.038022814,0.038022814,0.041825095,0.041825095,0.041825095,0.02661597
text348,0.03030303,0.274747475,0.117171717,0.022222222,0.18989899,0.032323232,0.064646465,0.036363636,0.206060606,0.026262626
text31,0.03030303,0.036363636,0.066666667,0.021212121,0.248484848,0.236363636,0.045454545,0.215151515,0.057575758,0.042424242
text263,0.03021978,0.513736264,0.115384615,0.032967033,0.098901099,0.054945055,0.024725275,0.021978022,0.054945055,0.052197802
text843,0.030075188,0.122807018,0.644110276,0.01754386,0.01754386,0.030075188,0.037593985,0.025062657,0.047619048,0.027568922
text599,0.029925187,0.316708229,0.177057357,0.027431421,0.092269327,0.109725686,0.10723192,0.027431421,0.092269327,0.019950125
text532,0.029816514,0.025229358,0.155963303,0.020642202,0.052752294,0.600917431,0.020642202,0.038990826,0.02293578,0.032110092
text1131,0.029787234,0.029787234,0.076595745,0.046808511,0.029787234,0.025531915,0.063829787,0.025531915,0.05106383,0.621276596
text9,0.029780564,0.152037618,0.120689655,0.078369906,0.036050157,0.034482759,0.020376176,0.054858934,0.432601881,0.040752351
text380,0.02972973,0.02972973,0.048648649,0.183783784,0.1,0.021621622,0.483783784,0.027027027,0.043243243,0.032432432
text1014,0.02972973,0.027027027,0.045945946,0.013513514,0.462162162,0.045945946,0.051351351,0.154054054,0.043243243,0.127027027
text353,0.02972028,0.127622378,0.103146853,0.115384615,0.288461538,0.045454545,0.061188811,0.019230769,0.173076923,0.036713287
text1398,0.02970297,0.02640264,0.0330033,0.03630363,0.02310231,0.719471947,0.02970297,0.04290429,0.02640264,0.0330033
text44,0.029605263,0.299342105,0.1875,0.050986842,0.069078947,0.026315789,0.072368421,0.049342105,0.133223684,0.082236842
text546,0.02955665,0.251231527,0.290640394,0.049261084,0.054187192,0.064039409,0.096059113,0.068965517,0.044334975,0.051724138
text394,0.029535865,0.194092827,0.023206751,0.255274262,0.044303797,0.023206751,0.092827004,0.270042194,0.046413502,0.021097046
text1123,0.029478458,0.102040816,0.077097506,0.027210884,0.113378685,0.149659864,0.013605442,0.056689342,0.376417234,0.054421769
text359,0.029473684,0.023157895,0.021052632,0.016842105,0.067368421,0.056842105,0.042105263,0.063157895,0.64,0.04
text756,0.029459902,0.170212766,0.026186579,0.016366612,0.04091653,0.036006547,0.523731588,0.070376432,0.044189853,0.042553191
text1349,0.029411765,0.032085561,0.387700535,0.018716578,0.061497326,0.077540107,0.021390374,0.267379679,0.061497326,0.042780749
text438,0.029339853,0.097799511,0.024449878,0.613691932,0.024449878,0.041564792,0.078239609,0.036674817,0.029339853,0.024449878
text1411,0.029255319,0.47606383,0.04787234,0.140957447,0.026595745,0.045212766,0.082446809,0.037234043,0.085106383,0.029255319
text992,0.029227557,0.041753653,0.029227557,0.016701461,0.123173278,0.064718163,0.344467641,0.185803758,0.129436326,0.035490605
text350,0.029185868,0.430107527,0.055299539,0.078341014,0.061443932,0.033794163,0.070660522,0.038402458,0.178187404,0.024577573
text548,0.029126214,0.322815534,0.298543689,0.038834951,0.055825243,0.046116505,0.087378641,0.046116505,0.050970874,0.024271845
text304,0.029069767,0.095930233,0.148255814,0.040697674,0.078488372,0.040697674,0.061046512,0.148255814,0.299418605,0.058139535
text1203,0.02905569,0.033898305,0.014527845,0.04842615,0.02905569,0.031476998,0.719128329,0.02905569,0.04842615,0.016949153
text771,0.029045643,0.091286307,0.078838174,0.203319502,0.037344398,0.020746888,0.423236515,0.045643154,0.029045643,0.041493776
text942,0.029032258,0.093548387,0.067741935,0.029032258,0.032258065,0.083870968,0.04516129,0.1,0.483870968,0.035483871
text835,0.028985507,0.451690821,0.043478261,0.019323671,0.038647343,0.019323671,0.299516908,0.048309179,0.033816425,0.016908213
text664,0.028962188,0.043443282,0.020917136,0.024939662,0.433628319,0.057924377,0.108608206,0.03539823,0.198712792,0.047465809
text730,0.028846154,0.036538462,0.023076923,0.067307692,0.017307692,0.019230769,0.755769231,0.019230769,0.019230769,0.013461538
text986,0.028824834,0.572062084,0.015521064,0.042128603,0.031042129,0.031042129,0.141906874,0.039911308,0.075388027,0.022172949
text717,0.028824834,0.017738359,0.059866962,0.015521064,0.075388027,0.536585366,0.037694013,0.133037694,0.035476718,0.059866962
text258,0.028818444,0.037463977,0.023054755,0.028818444,0.100864553,0.020172911,0.253602305,0.288184438,0.115273775,0.103746398
text473,0.028720627,0.582245431,0.036553525,0.140992167,0.020887728,0.020887728,0.078328982,0.036553525,0.023498695,0.031331593
text1140,0.028708134,0.062200957,0.052631579,0.421052632,0.028708134,0.04784689,0.229665072,0.038277512,0.023923445,0.066985646
text861,0.028571429,0.108571429,0.031428571,0.074285714,0.04,0.048571429,0.491428571,0.1,0.045714286,0.031428571
text1091,0.028571429,0.085714286,0.055102041,0.210204082,0.371428571,0.046938776,0.028571429,0.024489796,0.032653061,0.116326531
text127,0.028534371,0.073929961,0.124513619,0.023346304,0.570687419,0.036316472,0.011673152,0.02464332,0.080415045,0.025940337
text1251,0.028301887,0.169811321,0.054245283,0.070754717,0.025943396,0.021226415,0.483490566,0.030660377,0.08254717,0.033018868
text811,0.028268551,0.03180212,0.021201413,0.035335689,0.137809187,0.042402827,0.586572438,0.056537102,0.021201413,0.038869258
text914,0.028248588,0.076271186,0.050847458,0.04519774,0.042372881,0.039548023,0.076271186,0.259887006,0.350282486,0.031073446
text369,0.028070175,0.031578947,0.021052632,0.729824561,0.042105263,0.035087719,0.024561404,0.031578947,0.035087719,0.021052632
text66,0.028037383,0.028037383,0.124610592,0.018691589,0.395638629,0.127725857,0.018691589,0.07165109,0.146417445,0.040498442
text38,0.028,0.04,0.157333333,0.013333333,0.484,0.114666667,0.014666667,0.037333333,0.097333333,0.013333333
text336,0.027888446,0.039840637,0.03187251,0.430278884,0.023904382,0.023904382,0.195219124,0.023904382,0.067729084,0.135458167
text478,0.027777778,0.158950617,0.023148148,0.612654321,0.032407407,0.021604938,0.037037037,0.007716049,0.038580247,0.040123457
text830,0.027777778,0.033333333,0.033333333,0.055555556,0.183333333,0.111111111,0.094444444,0.205555556,0.2,0.055555556
text1045,0.027713626,0.19630485,0.034642032,0.034642032,0.036951501,0.016166282,0.556581986,0.018475751,0.055427252,0.023094688
text1199,0.027624309,0.04281768,0.055248619,0.051104972,0.022099448,0.024861878,0.674033149,0.031767956,0.040055249,0.03038674
text202,0.027573529,0.022058824,0.044117647,0.014705882,0.147058824,0.373161765,0.025735294,0.060661765,0.262867647,0.022058824
text665,0.027459954,0.027459954,0.027459954,0.032036613,0.112128146,0.627002288,0.020594966,0.034324943,0.041189931,0.050343249
text1090,0.027355623,0.030395137,0.054711246,0.027355623,0.568389058,0.075987842,0.024316109,0.042553191,0.048632219,0.100303951
text1338,0.027322404,0.024590164,0.016393443,0.016393443,0.046448087,0.732240437,0.016393443,0.057377049,0.038251366,0.024590164
text1363,0.027303754,0.030716724,0.023890785,0.058020478,0.040955631,0.044368601,0.464163823,0.027303754,0.245733788,0.037542662
text1183,0.02724359,0.421474359,0.094551282,0.012820513,0.118589744,0.08974359,0.03525641,0.02724359,0.155448718,0.017628205
text844,0.027173913,0.291666667,0.041666667,0.03442029,0.039855072,0.025362319,0.155797101,0.02173913,0.315217391,0.047101449
text218,0.027131783,0.021317829,0.763565891,0.027131783,0.027131783,0.03875969,0.019379845,0.021317829,0.03875969,0.015503876
text661,0.027090695,0.021201413,0.041224971,0.036513545,0.061248528,0.024734982,0.010600707,0.058892815,0.061248528,0.657243816
text994,0.027003484,0.104529617,0.020034843,0.081010453,0.262195122,0.016550523,0.257839721,0.112369338,0.06184669,0.056620209
text1218,0.026923077,0.046153846,0.469230769,0.019230769,0.034615385,0.1,0.053846154,0.038461538,0.053846154,0.157692308
text1134,0.02690583,0.168161435,0.044843049,0.065022422,0.049327354,0.038116592,0.531390135,0.024663677,0.033632287,0.01793722
text529,0.02690583,0.022421525,0.031390135,0.022421525,0.15470852,0.022421525,0.040358744,0.024663677,0.627802691,0.02690583
text655,0.026819923,0.195402299,0.030651341,0.026819923,0.038314176,0.045977011,0.494252874,0.042145594,0.072796935,0.026819923
text1379,0.026809651,0.512064343,0.096514745,0.050938338,0.045576408,0.061662198,0.048257373,0.013404826,0.075067024,0.069705094
text842,0.026737968,0.125668449,0.582887701,0.021390374,0.018716578,0.032085561,0.053475936,0.021390374,0.080213904,0.037433155
text483,0.026706231,0.46884273,0.041543027,0.133531157,0.044510386,0.050445104,0.115727003,0.038575668,0.056379822,0.023738872
text464,0.026634383,0.208232446,0.036319613,0.07748184,0.026634383,0.024213075,0.033898305,0.472154964,0.06779661,0.026634383
text1220,0.026525199,0.023872679,0.021220159,0.013262599,0.029177719,0.785145889,0.015915119,0.031830239,0.023872679,0.029177719
text403,0.026470588,0.023529412,0.032352941,0.567647059,0.032352941,0.014705882,0.044117647,0.029411765,0.026470588,0.202941176
text604,0.026392962,0.041055718,0.085043988,0.017595308,0.158357771,0.035190616,0.032258065,0.029325513,0.527859238,0.046920821
text598,0.026315789,0.069078947,0.052631579,0.621710526,0.023026316,0.029605263,0.059210526,0.032894737,0.026315789,0.059210526
text907,0.026252983,0.114558473,0.088305489,0.016706444,0.109785203,0.035799523,0.035799523,0.081145585,0.420047733,0.071599045
text1375,0.026143791,0.061002179,0.02832244,0.098039216,0.021786492,0.08496732,0.078431373,0.026143791,0.557734205,0.017429194
text627,0.026098901,0.130494505,0.038461538,0.394230769,0.222527473,0.059065934,0.009615385,0.016483516,0.04532967,0.057692308
text536,0.026066351,0.026066351,0.04028436,0.014218009,0.428909953,0.066350711,0.028436019,0.246445498,0.063981043,0.059241706
text603,0.026011561,0.182080925,0.028901734,0.063583815,0.037572254,0.031791908,0.49132948,0.028901734,0.052023121,0.057803468
text736,0.025951557,0.022491349,0.024221453,0.01384083,0.129757785,0.653979239,0.017301038,0.019031142,0.077854671,0.015570934
text741,0.025943396,0.235849057,0.04245283,0.323113208,0.063679245,0.035377358,0.04245283,0.058962264,0.030660377,0.141509434
text734,0.025830258,0.016605166,0.029520295,0.016605166,0.04797048,0.044280443,0.020295203,0.70295203,0.073800738,0.022140221
text1080,0.025773196,0.077319588,0.025773196,0.036082474,0.25257732,0.053264605,0.33161512,0.099656357,0.046391753,0.051546392
text203,0.025723473,0.025723473,0.144694534,0.21221865,0.057877814,0.045016077,0.08681672,0.096463023,0.199356913,0.106109325
text1351,0.025581395,0.076744186,0.08372093,0.01627907,0.613953488,0.060465116,0.01627907,0.051162791,0.030232558,0.025581395
text110,0.025581395,0.074418605,0.027906977,0.072093023,0.08372093,0.048837209,0.018604651,0.055813953,0.53255814,0.060465116
text878,0.025485437,0.015776699,0.072815534,0.013349515,0.507281553,0.057038835,0.014563107,0.152912621,0.101941748,0.038834951
text784,0.025477707,0.156050955,0.039808917,0.02388535,0.042993631,0.041401274,0.539808917,0.047770701,0.052547771,0.030254777
text593,0.025352113,0.067605634,0.045070423,0.267605634,0.030985915,0.025352113,0.025352113,0.107042254,0.36056338,0.045070423
text1303,0.025341131,0.257309942,0.023391813,0.021442495,0.019493177,0.035087719,0.428849903,0.124756335,0.023391813,0.040935673
text731,0.024948025,0.085239085,0.024948025,0.11018711,0.033264033,0.027027027,0.64033264,0.024948025,0.014553015,0.014553015
text519,0.024937656,0.077306733,0.042394015,0.077306733,0.054862843,0.024937656,0.551122195,0.037406484,0.042394015,0.067331671
text46,0.024911032,0.199288256,0.151245552,0.049822064,0.108540925,0.097864769,0.09252669,0.078291815,0.144128114,0.053380783
text712,0.024901704,0.01965924,0.570117955,0.034076016,0.027522936,0.20576671,0.027522936,0.017038008,0.04587156,0.027522936
text586,0.024861878,0.049723757,0.085635359,0.016574586,0.165745856,0.041436464,0.033149171,0.03038674,0.516574586,0.035911602
text925,0.024856597,0.04206501,0.034416826,0.17208413,0.049713193,0.017208413,0.309751434,0.055449331,0.049713193,0.244741874
text989,0.024834437,0.120860927,0.029801325,0.021523179,0.031456954,0.013245033,0.55794702,0.125827815,0.051324503,0.023178808
text680,0.024793388,0.152892562,0.053719008,0.061983471,0.041322314,0.02892562,0.5,0.05785124,0.041322314,0.037190083
text227,0.024774775,0.018018018,0.076576577,0.02027027,0.403153153,0.259009009,0.036036036,0.076576577,0.056306306,0.029279279
text558,0.024767802,0.058823529,0.037151703,0.148606811,0.07120743,0.018575851,0.520123839,0.061919505,0.027863777,0.030959752
text288,0.024752475,0.183168317,0.03960396,0.047029703,0.150990099,0.027227723,0.336633663,0.111386139,0.037128713,0.042079208
text1212,0.024742268,0.513402062,0.068041237,0.01443299,0.059793814,0.057731959,0.080412371,0.039175258,0.12371134,0.018556701
text422,0.024734982,0.424028269,0.056537102,0.25795053,0.03180212,0.021201413,0.070671378,0.024734982,0.042402827,0.045936396
text92,0.024647887,0.202464789,0.070422535,0.024647887,0.248239437,0.079225352,0.021126761,0.230633803,0.072183099,0.026408451
text950,0.024528302,0.211320755,0.032075472,0.071698113,0.018867925,0.018867925,0.48490566,0.032075472,0.052830189,0.052830189
text810,0.024509804,0.029411765,0.151960784,0.049019608,0.053921569,0.102941176,0.039215686,0.039215686,0.117647059,0.392156863
text1339,0.024324324,0.254054054,0.035135135,0.281081081,0.054054054,0.075675676,0.145945946,0.032432432,0.072972973,0.024324324
text1063,0.024291498,0.059379217,0.018893387,0.047233468,0.087719298,0.012145749,0.614035088,0.044534413,0.052631579,0.039136302
text1327,0.024282561,0.048565121,0.059602649,0.026490066,0.123620309,0.059602649,0.01986755,0.183222958,0.19205298,0.262693157
text1280,0.024193548,0.029569892,0.034946237,0.043010753,0.034946237,0.043010753,0.064516129,0.112903226,0.048387097,0.564516129
text55,0.024128686,0.117962466,0.077747989,0.032171582,0.410187668,0.037533512,0.018766756,0.085790885,0.174262735,0.021447721
text22,0.024029575,0.066543438,0.639556377,0.025878004,0.033271719,0.051756007,0.009242144,0.038817006,0.083179298,0.027726433
text795,0.023965142,0.034858388,0.023965142,0.026143791,0.017429194,0.067538126,0.716775599,0.032679739,0.041394336,0.015250545
text88,0.023961661,0.018104366,0.039936102,0.008519702,0.128328009,0.667199148,0.036208733,0.03514377,0.038338658,0.004259851
text644,0.02393617,0.030585106,0.635638298,0.027925532,0.04787234,0.117021277,0.031914894,0.02393617,0.049202128,0.011968085
text1150,0.023899371,0.127044025,0.021383648,0.035220126,0.074213836,0.033962264,0.59245283,0.037735849,0.033962264,0.020125786
text400,0.023809524,0.278911565,0.037414966,0.384353741,0.044217687,0.040816327,0.085034014,0.023809524,0.047619048,0.034013605
text30,0.023746702,0.044854881,0.07651715,0.014511873,0.248021108,0.172823219,0.089709763,0.101583113,0.209762533,0.018469657
text73,0.023746702,0.023746702,0.100263852,0.094986807,0.102902375,0.092348285,0.052770449,0.050131926,0.19525066,0.263852243
text52,0.023648649,0.033783784,0.429054054,0.016891892,0.121621622,0.195945946,0.043918919,0.040540541,0.060810811,0.033783784
text932,0.023575639,0.017681729,0.066797642,0.021611002,0.194499018,0.172888016,0.023575639,0.341846758,0.082514735,0.055009823
text853,0.023560209,0.157068063,0.034031414,0.041884817,0.052356021,0.020942408,0.439790576,0.146596859,0.04973822,0.034031414
text764,0.023560209,0.14921466,0.112565445,0.120418848,0.219895288,0.028795812,0.183246073,0.041884817,0.031413613,0.089005236
text349,0.023529412,0.570588235,0.090196078,0.033333333,0.066666667,0.019607843,0.017647059,0.033333333,0.109803922,0.035294118
text620,0.023391813,0.038011696,0.038011696,0.01754386,0.15497076,0.105263158,0.029239766,0.043859649,0.523391813,0.026315789
text913,0.023376623,0.161038961,0.098701299,0.031168831,0.064935065,0.025974026,0.072727273,0.054545455,0.080519481,0.387012987
text3,0.023346304,0.091161757,0.095052807,0.024458032,0.153418566,0.0483602,0.032240133,0.423568649,0.076709283,0.031684269
text1367,0.023316062,0.015544041,0.025906736,0.012953368,0.044041451,0.761658031,0.025906736,0.041450777,0.033678756,0.015544041
text241,0.023255814,0.027906977,0.074418605,0.041860465,0.051162791,0.069767442,0.079069767,0.213953488,0.358139535,0.060465116
text799,0.023224044,0.058743169,0.023224044,0.017759563,0.035519126,0.031420765,0.673497268,0.034153005,0.072404372,0.030054645
text623,0.023206751,0.120253165,0.023206751,0.023206751,0.099156118,0.042194093,0.021097046,0.018987342,0.5907173,0.037974684
text612,0.023188406,0.017391304,0.101449275,0.28115942,0.150724638,0.069565217,0.046376812,0.049275362,0.066666667,0.194202899
text368,0.023121387,0.023121387,0.043352601,0.294797688,0.161849711,0.031791908,0.023121387,0.184971098,0.106936416,0.106936416
text1118,0.022988506,0.404597701,0.025287356,0.071264368,0.025287356,0.018390805,0.324137931,0.029885057,0.034482759,0.043678161
text628,0.022964509,0.060542797,0.175365344,0.020876827,0.091858038,0.400835073,0.035490605,0.083507307,0.081419624,0.027139875
text1382,0.022838499,0.014681892,0.026101142,0.026101142,0.197389886,0.073409462,0.048939641,0.109298532,0.445350734,0.03588907
text428,0.022641509,0.075471698,0.588679245,0.079245283,0.033962264,0.030188679,0.033962264,0.052830189,0.037735849,0.045283019
text86,0.022614622,0.039653036,0.088289963,0.01394052,0.498451053,0.036864932,0.019206939,0.030978934,0.232961586,0.017038414
text1424,0.02254987,0.153512576,0.177797051,0.056374675,0.058976583,0.032090199,0.029488291,0.052038161,0.124024284,0.293148309
text1163,0.022535211,0.018309859,0.016901408,0.052112676,0.077464789,0.077464789,0.032394366,0.063380282,0.098591549,0.54084507
text1214,0.0225,0.125,0.12,0.175,0.2225,0.075,0.0325,0.0525,0.0375,0.1375
text362,0.022440393,0.009817672,0.732117812,0.01542777,0.043478261,0.071528752,0.021037868,0.036465638,0.032258065,0.01542777
text1021,0.02237927,0.567726737,0.027090695,0.016489988,0.035335689,0.016489988,0.22614841,0.017667845,0.050647821,0.020023557
text725,0.022346369,0.030726257,0.033519553,0.025139665,0.030726257,0.067039106,0.125698324,0.578212291,0.055865922,0.030726257
text517,0.02233677,0.020618557,0.020618557,0.015463918,0.051546392,0.702749141,0.015463918,0.068728522,0.054982818,0.027491409
text1082,0.022187005,0.050713154,0.326465927,0.009508716,0.198098257,0.223454834,0.017432647,0.026941363,0.099841521,0.025356577
text746,0.022177419,0.018145161,0.018145161,0.018145161,0.058467742,0.090725806,0.016129032,0.622983871,0.114919355,0.02016129
text874,0.022093023,0.013953488,0.027906977,0.010465116,0.645348837,0.134883721,0.022093023,0.045348837,0.06627907,0.011627907
text1271,0.022082019,0.018927445,0.050473186,0.022082019,0.233438486,0.047318612,0.031545741,0.350157729,0.025236593,0.19873817
text222,0.022044088,0.018036072,0.044088176,0.024048096,0.048096192,0.641282565,0.036072144,0.0501002,0.070140281,0.046092184
text1329,0.022026432,0.044052863,0.04845815,0.101321586,0.030837004,0.039647577,0.044052863,0.088105727,0.290748899,0.290748899
text892,0.021857923,0.038251366,0.112021858,0.265027322,0.199453552,0.072404372,0.040983607,0.019125683,0.072404372,0.158469945
text1407,0.021834061,0.576419214,0.026200873,0.026200873,0.091703057,0.034934498,0.061135371,0.069868996,0.048034934,0.043668122
text965,0.021798365,0.68119891,0.035422343,0.035422343,0.035422343,0.035422343,0.079019074,0.019073569,0.027247956,0.029972752
text1061,0.021775544,0.013400335,0.030150754,0.045226131,0.025125628,0.028475712,0.72361809,0.045226131,0.033500838,0.033500838
text60,0.021671827,0.439628483,0.089783282,0.034055728,0.185758514,0.030959752,0.024767802,0.083591331,0.037151703,0.052631579
text511,0.021634615,0.021634615,0.026442308,0.230769231,0.259615385,0.096153846,0.036057692,0.057692308,0.115384615,0.134615385
text49,0.021582734,0.189448441,0.035971223,0.045563549,0.052757794,0.023980815,0.434052758,0.107913669,0.059952038,0.028776978
text640,0.021563342,0.051212938,0.016172507,0.458221024,0.032345013,0.026954178,0.247978437,0.080862534,0.029649596,0.035040431
text413,0.021452145,0.156765677,0.107260726,0.108910891,0.028052805,0.090759076,0.054455446,0.041254125,0.376237624,0.014851485
text667,0.021428571,0.211904762,0.042857143,0.1,0.016666667,0.071428571,0.102380952,0.052380952,0.311904762,0.069047619
text873,0.021400778,0.017509728,0.040856031,0.025291829,0.06614786,0.054474708,0.029182879,0.63618677,0.091439689,0.017509728
text37,0.021341463,0.027439024,0.036585366,0.033536585,0.18597561,0.493902439,0.027439024,0.073170732,0.070121951,0.030487805
text408,0.021317829,0.03875969,0.069767442,0.032945736,0.081395349,0.11627907,0.027131783,0.048449612,0.507751938,0.05620155
text637,0.021276596,0.026595745,0.026595745,0.050531915,0.053191489,0.231382979,0.02393617,0.050531915,0.489361702,0.026595745
