filename,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
text555,0.155555556,0.361111111,0.066666667,0.080555556,0.025,0.030555556,0.069444444,0.086111111,0.05,0.075
text1155,0.155523256,0.05377907,0.151162791,0.027616279,0.056686047,0.05377907,0.279069767,0.078488372,0.088662791,0.055232558
text939,0.154589372,0.033816425,0.101449275,0.053140097,0.077294686,0.111111111,0.207729469,0.057971014,0.154589372,0.048309179
text1267,0.154121864,0.039426523,0.039426523,0.039426523,0.035842294,0.021505376,0.032258065,0.121863799,0.039426523,0.476702509
text864,0.153846154,0.055944056,0.181818182,0.052447552,0.276223776,0.048951049,0.052447552,0.052447552,0.038461538,0.087412587
text567,0.153153153,0.076576577,0.135135135,0.058558559,0.171171171,0.072072072,0.031531532,0.067567568,0.108108108,0.126126126
text849,0.152974504,0.087818697,0.04815864,0.025495751,0.473087819,0.033994334,0.019830028,0.036827195,0.04815864,0.073654391
text427,0.152838428,0.026200873,0.102620087,0.010917031,0.168122271,0.425764192,0.026200873,0.054585153,0.021834061,0.010917031
text297,0.152694611,0.275449102,0.023952096,0.038922156,0.21257485,0.047904192,0.04491018,0.080838323,0.053892216,0.068862275
text868,0.152542373,0.025423729,0.072033898,0.046610169,0.256355932,0.025423729,0.038135593,0.019067797,0.031779661,0.332627119
text468,0.152173913,0.208074534,0.043478261,0.102484472,0.189440994,0.062111801,0.034161491,0.102484472,0.043478261,0.062111801
text720,0.151898734,0.206751055,0.071729958,0.080168776,0.253164557,0.042194093,0.050632911,0.046413502,0.05907173,0.037974684
text419,0.151724138,0.113793103,0.037931034,0.131034483,0.065517241,0.096551724,0.075862069,0.062068966,0.037931034,0.227586207
text983,0.151219512,0.092682927,0.03902439,0.048780488,0.034146341,0.036585366,0.204878049,0.085365854,0.226829268,0.080487805
text972,0.151162791,0.050387597,0.046511628,0.205426357,0.166666667,0.03875969,0.034883721,0.03875969,0.065891473,0.201550388
text292,0.151020408,0.175510204,0.057142857,0.110204082,0.204081633,0.069387755,0.032653061,0.057142857,0.081632653,0.06122449
text1121,0.150837989,0.030726257,0.05027933,0.039106145,0.055865922,0.039106145,0.145251397,0.360335196,0.075418994,0.053072626
text580,0.150819672,0.019672131,0.032786885,0.426229508,0.029508197,0.029508197,0.039344262,0.029508197,0.032786885,0.209836066
text641,0.15015015,0.204204204,0.057057057,0.033033033,0.03003003,0.015015015,0.366366366,0.06006006,0.045045045,0.039039039
text347,0.148020654,0.277108434,0.123924269,0.039586919,0.137693632,0.061962134,0.020654045,0.034423408,0.135972461,0.020654045
text220,0.147435897,0.344017094,0.02991453,0.066239316,0.051282051,0.055555556,0.032051282,0.108974359,0.053418803,0.111111111
text782,0.146868251,0.036717063,0.073434125,0.043196544,0.246220302,0.030237581,0.049676026,0.03887689,0.01511879,0.319654428
text890,0.146666667,0.14,0.053333333,0.12,0.08,0.046666667,0.06,0.173333333,0.053333333,0.126666667
text84,0.146496815,0.057324841,0.140127389,0.038216561,0.070063694,0.184713376,0.038216561,0.057324841,0.229299363,0.038216561
text1359,0.146341463,0.027439024,0.027439024,0.018292683,0.042682927,0.06097561,0.021341463,0.045731707,0.048780488,0.56097561
text363,0.146067416,0.029213483,0.020224719,0.319101124,0.029213483,0.024719101,0.06741573,0.038202247,0.029213483,0.296629213
text815,0.146031746,0.063492063,0.057142857,0.038095238,0.146031746,0.06031746,0.279365079,0.098412698,0.06031746,0.050793651
text549,0.145833333,0.041666667,0.041666667,0.159722222,0.069444444,0.0625,0.083333333,0.048611111,0.069444444,0.277777778
text396,0.145652174,0.019565217,0.026086957,0.045652174,0.030434783,0.017391304,0.036956522,0.039130435,0.02173913,0.617391304
text472,0.145124717,0.333333333,0.01814059,0.181405896,0.0861678,0.022675737,0.052154195,0.013605442,0.124716553,0.022675737
text259,0.144542773,0.179941003,0.029498525,0.050147493,0.233038348,0.041297935,0.026548673,0.10619469,0.08259587,0.10619469
text857,0.144117647,0.032352941,0.061764706,0.035294118,0.164705882,0.235294118,0.061764706,0.15,0.058823529,0.055882353
text50,0.143552311,0.03406326,0.03649635,0.03892944,0.150851582,0.03406326,0.107055961,0.104622871,0.03163017,0.318734793
text1170,0.143410853,0.031007752,0.050387597,0.023255814,0.03875969,0.042635659,0.050387597,0.062015504,0.042635659,0.515503876
text1341,0.141350211,0.162447257,0.061181435,0.025316456,0.289029536,0.056962025,0.088607595,0.035864979,0.037974684,0.101265823
text191,0.141304348,0.152173913,0.148550725,0.06884058,0.177536232,0.018115942,0.108695652,0.061594203,0.072463768,0.050724638
text602,0.140468227,0.030100334,0.070234114,0.026755853,0.190635452,0.016722408,0.063545151,0.053511706,0.030100334,0.377926421
text1400,0.140096618,0.062801932,0.04589372,0.031400966,0.31884058,0.024154589,0.031400966,0.084541063,0.079710145,0.18115942
text978,0.138790036,0.067615658,0.060498221,0.053380783,0.088967972,0.042704626,0.348754448,0.071174377,0.09252669,0.035587189
text90,0.138755981,0.033492823,0.086124402,0.052631579,0.186602871,0.110047847,0.071770335,0.086124402,0.177033493,0.057416268
text29,0.136612022,0.06557377,0.071038251,0.038251366,0.306010929,0.081967213,0.054644809,0.049180328,0.076502732,0.120218579
text1109,0.136518771,0.242320819,0.078498294,0.075085324,0.058020478,0.027303754,0.197952218,0.040955631,0.092150171,0.051194539
text738,0.136029412,0.073529412,0.029411765,0.095588235,0.058823529,0.029411765,0.029411765,0.095588235,0.044117647,0.408088235
text1015,0.13592233,0.145631068,0.097087379,0.04368932,0.063106796,0.033980583,0.223300971,0.09223301,0.121359223,0.04368932
text1084,0.135849057,0.109433962,0.090566038,0.045283019,0.090566038,0.083018868,0.056603774,0.211320755,0.143396226,0.033962264
text1146,0.135135135,0.042471042,0.034749035,0.138996139,0.115830116,0.065637066,0.034749035,0.042471042,0.05019305,0.33976834
text281,0.135029354,0.336594912,0.133072407,0.045009785,0.04109589,0.035225049,0.025440313,0.14481409,0.068493151,0.035225049
text113,0.134715026,0.292746114,0.049222798,0.03626943,0.111398964,0.03626943,0.17357513,0.056994819,0.07253886,0.03626943
text1360,0.134210526,0.034210526,0.015789474,0.136842105,0.118421053,0.018421053,0.028947368,0.031578947,0.060526316,0.421052632
text1346,0.133928571,0.015625,0.015625,0.011160714,0.203125,0.305803571,0.022321429,0.127232143,0.095982143,0.069196429
text961,0.133531157,0.029673591,0.03264095,0.326409496,0.038575668,0.035608309,0.023738872,0.026706231,0.023738872,0.329376855
text107,0.133182844,0.038374718,0.16027088,0.099322799,0.045146727,0.051918736,0.036117381,0.108352144,0.291196388,0.036117381
text1040,0.132183908,0.097701149,0.051724138,0.086206897,0.063218391,0.045977011,0.281609195,0.051724138,0.034482759,0.155172414
text1073,0.131964809,0.079178886,0.058651026,0.035190616,0.093841642,0.04398827,0.076246334,0.196480938,0.093841642,0.190615836
text934,0.131958763,0.039175258,0.022680412,0.208247423,0.037113402,0.028865979,0.022680412,0.030927835,0.020618557,0.457731959
text1265,0.131868132,0.138461538,0.026373626,0.032967033,0.336263736,0.057142857,0.026373626,0.162637363,0.041758242,0.046153846
text863,0.131487889,0.083044983,0.186851211,0.062283737,0.221453287,0.058823529,0.069204152,0.065743945,0.044982699,0.076124567
text845,0.130864198,0.103703704,0.034567901,0.049382716,0.032098765,0.049382716,0.469135802,0.044444444,0.066666667,0.019753086
text372,0.130550033,0.153744201,0.01325381,0.536116634,0.05036448,0.009277667,0.022531478,0.01259112,0.015241882,0.056328694
text200,0.12987013,0.064935065,0.077922078,0.064935065,0.090909091,0.090909091,0.116883117,0.103896104,0.116883117,0.142857143
text647,0.129753915,0.015659955,0.029082774,0.270693512,0.073825503,0.046979866,0.067114094,0.046979866,0.017897092,0.302013423
text1050,0.129707113,0.092050209,0.087866109,0.066945607,0.087866109,0.062761506,0.154811715,0.217573222,0.041841004,0.058577406
text1322,0.129662522,0.362344583,0.024866785,0.042628774,0.026642984,0.014209591,0.335701599,0.023090586,0.021314387,0.019538188
text173,0.129213483,0.266853933,0.050561798,0.081460674,0.146067416,0.042134831,0.087078652,0.064606742,0.106741573,0.025280899
text544,0.128953771,0.03649635,0.03163017,0.0243309,0.386861314,0.051094891,0.0486618,0.03163017,0.01946472,0.240875912
text465,0.128421053,0.023157895,0.033684211,0.294736842,0.058947368,0.027368421,0.069473684,0.050526316,0.021052632,0.292631579
text1086,0.128421053,0.018947368,0.035789474,0.021052632,0.061052632,0.044210526,0.018947368,0.050526316,0.037894737,0.583157895
text1330,0.128329298,0.414043584,0.033898305,0.026634383,0.220338983,0.04842615,0.026634383,0.026634383,0.046004843,0.02905569
text1081,0.127835052,0.280412371,0.051546392,0.092783505,0.257731959,0.035051546,0.01443299,0.059793814,0.032989691,0.04742268
text192,0.126865672,0.082089552,0.074626866,0.02238806,0.059701493,0.03358209,0.164179104,0.03358209,0.279850746,0.123134328
text1310,0.126516464,0.324090121,0.025996534,0.012131716,0.097053726,0.048526863,0.173310225,0.072790295,0.083188908,0.036395147
text373,0.126436782,0.0651341,0.114942529,0.049808429,0.168582375,0.126436782,0.026819923,0.042145594,0.168582375,0.111111111
text376,0.12601626,0.020325203,0.018292683,0.176829268,0.026422764,0.016260163,0.046747967,0.028455285,0.024390244,0.516260163
text503,0.125581395,0.190697674,0.053488372,0.074418605,0.055813953,0.1,0.062790698,0.053488372,0.246511628,0.037209302
text208,0.125,0.215425532,0.02393617,0.390957447,0.026595745,0.02393617,0.031914894,0.029255319,0.055851064,0.07712766
text979,0.124561404,0.073684211,0.019298246,0.038596491,0.064912281,0.022807018,0.324561404,0.059649123,0.035087719,0.236842105
text266,0.124304267,0.048237477,0.031539889,0.504638219,0.083487941,0.027829314,0.022263451,0.057513915,0.016697588,0.083487941
text366,0.123919308,0.132564841,0.031700288,0.048991354,0.037463977,0.043227666,0.391930836,0.103746398,0.051873199,0.034582133
text829,0.123873874,0.042792793,0.063063063,0.018018018,0.094594595,0.042792793,0.054054054,0.067567568,0.036036036,0.457207207
text774,0.12371134,0.041237113,0.056701031,0.036082474,0.051546392,0.041237113,0.458762887,0.092783505,0.051546392,0.046391753
text1029,0.123674912,0.432862191,0.038869258,0.038869258,0.0795053,0.021201413,0.0795053,0.102473498,0.040636042,0.042402827
text209,0.123595506,0.139325843,0.04494382,0.049438202,0.06741573,0.049438202,0.085393258,0.04494382,0.321348315,0.074157303
text621,0.123203285,0.024640657,0.012320329,0.488706366,0.020533881,0.016427105,0.022587269,0.026694045,0.012320329,0.252566735
text1332,0.123188406,0.050724638,0.041666667,0.012681159,0.110507246,0.036231884,0.070652174,0.02173913,0.501811594,0.030797101
text232,0.123123123,0.018018018,0.03003003,0.033033033,0.207207207,0.045045045,0.096096096,0.321321321,0.081081081,0.045045045
text1394,0.122807018,0.041666667,0.01754386,0.048245614,0.252192982,0.048245614,0.026315789,0.015350877,0.019736842,0.407894737
text1391,0.12244898,0.185204082,0.026020408,0.029081633,0.238265306,0.021938776,0.192857143,0.125,0.035204082,0.023979592
text1262,0.121645796,0.601073345,0.050089445,0.017889088,0.035778175,0.021466905,0.032200358,0.035778175,0.059033989,0.025044723
text742,0.121602289,0.389127325,0.017167382,0.014306152,0.052932761,0.0472103,0.173104435,0.080114449,0.058655222,0.045779685
text81,0.121428571,0.1,0.071428571,0.142857143,0.064285714,0.071428571,0.092857143,0.207142857,0.057142857,0.071428571
text332,0.121301775,0.186390533,0.023668639,0.402366864,0.059171598,0.017751479,0.038461538,0.029585799,0.047337278,0.073964497
text474,0.121212121,0.023569024,0.124579125,0.023569024,0.195286195,0.202020202,0.063973064,0.164983165,0.060606061,0.02020202
text278,0.121107266,0.024221453,0.134948097,0.024221453,0.093425606,0.048442907,0.020761246,0.439446367,0.055363322,0.038062284
text1344,0.121052632,0.384210526,0.063157895,0.057894737,0.047368421,0.042105263,0.115789474,0.068421053,0.042105263,0.057894737
text180,0.12055336,0.227272727,0.031620553,0.071146245,0.065217391,0.023715415,0.260869565,0.086956522,0.033596838,0.079051383
text1142,0.120315582,0.124260355,0.031558185,0.067061144,0.055226824,0.031558185,0.031558185,0.368836292,0.031558185,0.138067061
text154,0.120253165,0.075949367,0.094936709,0.094936709,0.075949367,0.056962025,0.126582278,0.082278481,0.164556962,0.107594937
text650,0.120082816,0.066252588,0.014492754,0.577639752,0.016563147,0.014492754,0.060041408,0.01863354,0.02484472,0.086956522
text875,0.12007874,0.031496063,0.07480315,0.027559055,0.13976378,0.066929134,0.086614173,0.043307087,0.025590551,0.383858268
text401,0.119929453,0.026455026,0.031746032,0.211640212,0.366843034,0.054673721,0.019400353,0.017636684,0.038800705,0.11287478
text1256,0.119507909,0.072056239,0.036906854,0.026362039,0.019332162,0.043936731,0.033391916,0.506151142,0.029876977,0.112478032
text1213,0.117924528,0.419811321,0.047169811,0.056603774,0.066037736,0.04245283,0.080188679,0.028301887,0.061320755,0.080188679
text1190,0.117788462,0.036057692,0.060096154,0.050480769,0.346153846,0.09375,0.021634615,0.060096154,0.060096154,0.153846154
text608,0.117493473,0.078328982,0.023498695,0.046997389,0.023498695,0.044386423,0.018276762,0.475195822,0.117493473,0.054830287
text1244,0.117117117,0.554054054,0.022522523,0.040540541,0.036036036,0.042792793,0.042792793,0.042792793,0.081081081,0.02027027
text1176,0.117117117,0.265765766,0.067567568,0.072072072,0.094594595,0.031531532,0.081081081,0.067567568,0.153153153,0.04954955
text766,0.116883117,0.032467532,0.025974026,0.177489177,0.023809524,0.019480519,0.034632035,0.017316017,0.028138528,0.523809524
text512,0.116751269,0.434010152,0.053299492,0.055837563,0.030456853,0.020304569,0.144670051,0.035532995,0.027918782,0.081218274
text982,0.116751269,0.335025381,0.081218274,0.050761421,0.086294416,0.065989848,0.055837563,0.111675127,0.060913706,0.035532995
text1266,0.116504854,0.048543689,0.048543689,0.077669903,0.126213592,0.058252427,0.048543689,0.291262136,0.067961165,0.116504854
text765,0.116438356,0.02739726,0.020547945,0.54109589,0.047945205,0.020547945,0.02739726,0.04109589,0.023972603,0.133561644
text204,0.116129032,0.064516129,0.132258065,0.180645161,0.116129032,0.080645161,0.038709677,0.035483871,0.141935484,0.093548387
text867,0.115942029,0.072463768,0.054347826,0.039855072,0.311594203,0.253623188,0.050724638,0.028985507,0.025362319,0.047101449
text778,0.115646259,0.051020408,0.037414966,0.051020408,0.091836735,0.051020408,0.027210884,0.493197279,0.040816327,0.040816327
text718,0.115384615,0.269230769,0.049450549,0.06043956,0.098901099,0.082417582,0.148351648,0.054945055,0.071428571,0.049450549
text699,0.115241636,0.063197026,0.044609665,0.033457249,0.055762082,0.040892193,0.044609665,0.524163569,0.033457249,0.044609665
text506,0.114583333,0.208333333,0.145833333,0.260416667,0.024305556,0.020833333,0.048611111,0.097222222,0.038194444,0.041666667
text772,0.114285714,0.019047619,0.06031746,0.015873016,0.133333333,0.041269841,0.079365079,0.057142857,0.022222222,0.457142857
text1374,0.113924051,0.336708861,0.017721519,0.027848101,0.22278481,0.02278481,0.020253165,0.121518987,0.030379747,0.086075949
text178,0.113636364,0.102272727,0.015909091,0.577272727,0.015909091,0.011363636,0.038636364,0.031818182,0.025,0.068181818
text225,0.11328125,0.14453125,0.029296875,0.546875,0.041015625,0.03125,0.015625,0.021484375,0.02734375,0.029296875
text149,0.113095238,0.514880952,0.023809524,0.083333333,0.041666667,0.050595238,0.038690476,0.035714286,0.05952381,0.038690476
text1006,0.11287478,0.181657848,0.021164021,0.167548501,0.174603175,0.026455026,0.063492063,0.049382716,0.05643739,0.14638448
text308,0.112781955,0.115288221,0.082706767,0.047619048,0.040100251,0.05764411,0.080200501,0.01754386,0.406015038,0.040100251
text276,0.112759644,0.026706231,0.041543027,0.038575668,0.044510386,0.489614243,0.03264095,0.118694362,0.06231454,0.03264095
text265,0.112121212,0.306060606,0.175757576,0.039393939,0.072727273,0.066666667,0.036363636,0.036363636,0.115151515,0.039393939
text494,0.111922141,0.189781022,0.065693431,0.109489051,0.170316302,0.065693431,0.04379562,0.03163017,0.03649635,0.175182482
text1408,0.111570248,0.429752066,0.033057851,0.045454545,0.041322314,0.099173554,0.053719008,0.082644628,0.066115702,0.037190083
text1217,0.110837438,0.064039409,0.02955665,0.044334975,0.027093596,0.027093596,0.556650246,0.04679803,0.051724138,0.041871921
text824,0.110526316,0.073684211,0.063157895,0.047368421,0.078947368,0.189473684,0.047368421,0.105263158,0.226315789,0.057894737
text135,0.109965636,0.068728522,0.024054983,0.577319588,0.048109966,0.027491409,0.041237113,0.020618557,0.037800687,0.04467354
text713,0.109859155,0.16056338,0.030985915,0.478873239,0.050704225,0.030985915,0.042253521,0.022535211,0.036619718,0.036619718
text412,0.109195402,0.293103448,0.060344828,0.051724138,0.043103448,0.155172414,0.057471264,0.066091954,0.135057471,0.028735632
text789,0.109144543,0.02359882,0.08259587,0.064896755,0.212389381,0.08259587,0.053097345,0.112094395,0.032448378,0.227138643
text383,0.109090909,0.106493506,0.020779221,0.225974026,0.093506494,0.051948052,0.033766234,0.020779221,0.036363636,0.301298701
text1233,0.108363636,0.027636364,0.029818182,0.013090909,0.542545455,0.190545455,0.018181818,0.028363636,0.021818182,0.019636364
text833,0.10817942,0.451187335,0.039577836,0.073878628,0.047493404,0.073878628,0.073878628,0.063324538,0.031662269,0.036939314
text397,0.108108108,0.108108108,0.121621622,0.121621622,0.081081081,0.067567568,0.135135135,0.094594595,0.067567568,0.094594595
text563,0.108064516,0.064516129,0.04516129,0.366129032,0.183870968,0.041935484,0.030645161,0.038709677,0.020967742,0.1
text1275,0.107985481,0.020417423,0.043103448,0.025408348,0.322595281,0.05353902,0.022686025,0.034029038,0.061705989,0.308529946
text954,0.107883817,0.06846473,0.026970954,0.045643154,0.078838174,0.039419087,0.360995851,0.151452282,0.041493776,0.078838174
text855,0.107843137,0.051470588,0.098039216,0.075980392,0.191176471,0.044117647,0.031862745,0.031862745,0.031862745,0.335784314
text775,0.107476636,0.035046729,0.046728972,0.039719626,0.320093458,0.067757009,0.046728972,0.095794393,0.03271028,0.207943925
text719,0.107438017,0.20661157,0.082644628,0.02892562,0.260330579,0.053719008,0.061983471,0.053719008,0.095041322,0.049586777
text1423,0.10741688,0.572890026,0.061381074,0.043478261,0.038363171,0.025575448,0.023017903,0.066496164,0.038363171,0.023017903
text1030,0.106918239,0.512578616,0.037735849,0.062893082,0.066037736,0.056603774,0.053459119,0.031446541,0.050314465,0.022012579
text253,0.106813996,0.042357274,0.042357274,0.02946593,0.125230203,0.034990792,0.033149171,0.055248619,0.044198895,0.486187845
text1020,0.106741573,0.039325843,0.050561798,0.061797753,0.112359551,0.04494382,0.073033708,0.06741573,0.050561798,0.393258427
text577,0.106382979,0.048632219,0.109422492,0.185410334,0.130699088,0.024316109,0.066869301,0.039513678,0.036474164,0.252279635
text211,0.105932203,0.033898305,0.06779661,0.029661017,0.13559322,0.203389831,0.033898305,0.173728814,0.152542373,0.063559322
text739,0.105263158,0.024930748,0.03601108,0.022160665,0.030470914,0.102493075,0.12465374,0.495844875,0.033240997,0.024930748
text537,0.105113636,0.065340909,0.017045455,0.474431818,0.036931818,0.022727273,0.150568182,0.034090909,0.03125,0.0625
text1421,0.105095541,0.396496815,0.031847134,0.148089172,0.01910828,0.011146497,0.082802548,0.038216561,0.035031847,0.132165605
text282,0.104761905,0.066666667,0.076190476,0.057142857,0.085714286,0.142857143,0.085714286,0.057142857,0.076190476,0.247619048
text846,0.104545455,0.045454545,0.027272727,0.413636364,0.068181818,0.031818182,0.036363636,0.045454545,0.022727273,0.204545455
text213,0.104438642,0.441253264,0.036553525,0.026109661,0.067885117,0.033942559,0.120104439,0.065274151,0.088772846,0.015665796
text1106,0.104438642,0.031331593,0.049608355,0.028720627,0.396866841,0.023498695,0.020887728,0.041775457,0.023498695,0.279373368
text753,0.10443038,0.075949367,0.117088608,0.03164557,0.037974684,0.041139241,0.075949367,0.07278481,0.341772152,0.101265823
text1079,0.103703704,0.103703704,0.056790123,0.019753086,0.039506173,0.039506173,0.333333333,0.059259259,0.192592593,0.051851852
text1072,0.10367893,0.284280936,0.053511706,0.076923077,0.046822742,0.036789298,0.150501672,0.107023411,0.036789298,0.10367893
text458,0.103542234,0.335149864,0.108991826,0.04359673,0.107629428,0.089918256,0.024523161,0.051771117,0.113079019,0.021798365
text56,0.103333333,0.026666667,0.043333333,0.046666667,0.376666667,0.043333333,0.036666667,0.123333333,0.043333333,0.156666667
text1238,0.10326087,0.259057971,0.041666667,0.02173913,0.039855072,0.02173913,0.402173913,0.02173913,0.045289855,0.043478261
text267,0.103042198,0.102060844,0.015701668,0.565260059,0.06673209,0.021589794,0.041216879,0.025515211,0.017664377,0.041216879
text783,0.102893891,0.01607717,0.061093248,0.022508039,0.112540193,0.041800643,0.077170418,0.077170418,0.041800643,0.446945338
text392,0.102836879,0.120567376,0.028368794,0.060283688,0.04964539,0.095744681,0.340425532,0.085106383,0.060283688,0.056737589
text675,0.102803738,0.056074766,0.065420561,0.205607477,0.093457944,0.056074766,0.074766355,0.074766355,0.158878505,0.112149533
text706,0.102639296,0.041055718,0.029325513,0.293255132,0.038123167,0.073313783,0.020527859,0.035190616,0.032258065,0.33431085
text375,0.102345416,0.040511727,0.029850746,0.479744136,0.046908316,0.021321962,0.02771855,0.034115139,0.029850746,0.187633262
text299,0.102272727,0.079545455,0.193181818,0.090909091,0.102272727,0.079545455,0.079545455,0.125,0.079545455,0.068181818
text777,0.102189781,0.058394161,0.03649635,0.153284672,0.167883212,0.072992701,0.065693431,0.087591241,0.051094891,0.204379562
text949,0.101910828,0.605095541,0.031847134,0.073248408,0.041401274,0.02866242,0.041401274,0.025477707,0.02866242,0.022292994
text609,0.101851852,0.061728395,0.015432099,0.422839506,0.024691358,0.024691358,0.043209877,0.027777778,0.021604938,0.25617284
text786,0.101827676,0.046997389,0.044386423,0.028720627,0.38381201,0.049608355,0.026109661,0.080939948,0.046997389,0.190600522
text337,0.1015625,0.033854167,0.018229167,0.276041667,0.057291667,0.015625,0.182291667,0.0390625,0.033854167,0.2421875
text1035,0.101364522,0.14619883,0.050682261,0.068226121,0.105263158,0.038986355,0.048732943,0.109161793,0.033138402,0.298245614
text216,0.100917431,0.376146789,0.064220183,0.091743119,0.055045872,0.027522936,0.055045872,0.100917431,0.068807339,0.059633028
text879,0.100719424,0.061151079,0.032374101,0.035971223,0.370503597,0.212230216,0.061151079,0.032374101,0.053956835,0.039568345
text1354,0.100502513,0.040201005,0.030150754,0.075376884,0.035175879,0.030150754,0.030150754,0.045226131,0.065326633,0.547738693
text441,0.100244499,0.026894866,0.024449878,0.102689487,0.051344743,0.039119804,0.105134474,0.048899756,0.193154034,0.30806846
text1083,0.1,0.385106383,0.185106383,0.05106383,0.104255319,0.055319149,0.061702128,0.017021277,0.025531915,0.014893617
text985,0.1,0.064705882,0.029411765,0.041176471,0.247058824,0.064705882,0.070588235,0.229411765,0.041176471,0.111764706
text606,0.099644128,0.035587189,0.03202847,0.035587189,0.288256228,0.017793594,0.170818505,0.078291815,0.071174377,0.170818505
text690,0.099337748,0.056291391,0.033112583,0.026490066,0.086092715,0.059602649,0.162251656,0.066225166,0.258278146,0.152317881
text1071,0.099173554,0.082644628,0.049586777,0.066115702,0.107438017,0.041322314,0.090909091,0.173553719,0.181818182,0.107438017
text1007,0.099071207,0.105263158,0.034055728,0.077399381,0.034055728,0.034055728,0.238390093,0.092879257,0.043343653,0.241486068
text1387,0.099065421,0.620560748,0.026168224,0.072897196,0.020560748,0.018691589,0.037383178,0.035514019,0.031775701,0.037383178
text133,0.099009901,0.346534653,0.017326733,0.064356436,0.051980198,0.01980198,0.03960396,0.155940594,0.064356436,0.141089109
text165,0.098934551,0.170471842,0.01826484,0.330289193,0.085235921,0.0152207,0.0304414,0.03805175,0.01978691,0.193302892
text398,0.098765432,0.148148148,0.086419753,0.074074074,0.061728395,0.148148148,0.061728395,0.086419753,0.160493827,0.074074074
text45,0.098712446,0.283261803,0.145922747,0.051502146,0.06223176,0.02360515,0.045064378,0.040772532,0.229613734,0.019313305
text303,0.098712446,0.038626609,0.077253219,0.070815451,0.375536481,0.036480687,0.021459227,0.019313305,0.025751073,0.236051502
text678,0.098684211,0.072368421,0.059210526,0.171052632,0.131578947,0.065789474,0.078947368,0.072368421,0.059210526,0.190789474
text416,0.098501071,0.032119914,0.214132762,0.079229122,0.177730193,0.13490364,0.038543897,0.038543897,0.139186296,0.047109208
text1103,0.098398169,0.016018307,0.018306636,0.196796339,0.089244851,0.057208238,0.029748284,0.043478261,0.025171625,0.425629291
text82,0.098314607,0.042134831,0.084269663,0.101123596,0.028089888,0.073033708,0.230337079,0.210674157,0.095505618,0.036516854
text508,0.098039216,0.133333333,0.035294118,0.545098039,0.039215686,0.035294118,0.023529412,0.02745098,0.035294118,0.02745098
text1230,0.097451274,0.020989505,0.020989505,0.029985007,0.023988006,0.023988006,0.511244378,0.020989505,0.089955022,0.16041979
text410,0.097222222,0.583333333,0.038888889,0.066666667,0.022222222,0.022222222,0.055555556,0.027777778,0.052777778,0.033333333
text1107,0.097014925,0.067164179,0.067164179,0.019900498,0.131840796,0.027363184,0.074626866,0.417910448,0.049751244,0.047263682
text1089,0.096969697,0.484848485,0.115151515,0.054545455,0.021212121,0.033333333,0.093939394,0.03030303,0.03030303,0.039393939
text442,0.096969697,0.038383838,0.02020202,0.523232323,0.014141414,0.026262626,0.026262626,0.03030303,0.028282828,0.195959596
text668,0.096969697,0.03030303,0.060606061,0.042424242,0.048484848,0.127272727,0.103030303,0.363636364,0.090909091,0.036363636
text850,0.095940959,0.033210332,0.033210332,0.088560886,0.062730627,0.018450185,0.055350554,0.022140221,0.040590406,0.549815498
text395,0.09540636,0.024734982,0.024734982,0.070671378,0.035335689,0.03180212,0.021201413,0.049469965,0.024734982,0.621908127
text769,0.095238095,0.017006803,0.020408163,0.585034014,0.037414966,0.023809524,0.040816327,0.037414966,0.023809524,0.119047619
text975,0.094972067,0.335195531,0.083798883,0.106145251,0.044692737,0.05027933,0.083798883,0.067039106,0.094972067,0.039106145
text448,0.094637224,0.028391167,0.022082019,0.520504732,0.059936909,0.03785489,0.041009464,0.03785489,0.018927445,0.138801262
text7,0.094117647,0.205882353,0.070588235,0.117647059,0.035294118,0.041176471,0.035294118,0.111764706,0.052941176,0.235294118
text1197,0.094117647,0.101960784,0.043137255,0.019607843,0.054901961,0.025490196,0.492156863,0.033333333,0.054901961,0.080392157
text470,0.093939394,0.333333333,0.045454545,0.245454545,0.03030303,0.024242424,0.103030303,0.021212121,0.048484848,0.054545455
text673,0.093896714,0.051643192,0.028169014,0.046948357,0.028169014,0.042253521,0.028169014,0.03286385,0.051643192,0.596244131
text1385,0.09375,0.033854167,0.026041667,0.6328125,0.026041667,0.018229167,0.036458333,0.0390625,0.033854167,0.059895833
text886,0.093696763,0.122657581,0.074957411,0.069846678,0.011925043,0.03407155,0.035775128,0.017035775,0.514480409,0.025553663
text572,0.093582888,0.235294118,0.026737968,0.058823529,0.040106952,0.016042781,0.395721925,0.034759358,0.024064171,0.07486631
text1366,0.093413174,0.239520958,0.032335329,0.022754491,0.033532934,0.038323353,0.034730539,0.233532934,0.25508982,0.016766467
text24,0.092643052,0.250681199,0.117166213,0.049046322,0.051771117,0.027247956,0.141689373,0.166212534,0.08719346,0.016348774
text984,0.091811414,0.049627792,0.037220844,0.012406948,0.459057072,0.044665012,0.032258065,0.126550868,0.049627792,0.096774194
text1389,0.091757387,0.580093313,0.020217729,0.034214619,0.017107309,0.01088647,0.161741835,0.026438569,0.026438569,0.031104199
text1189,0.091726619,0.440647482,0.084532374,0.086330935,0.068345324,0.052158273,0.043165468,0.043165468,0.057553957,0.032374101
