terms_1,prob_1,terms_2,prob_2,terms_3,prob_3,terms_4,prob_4,terms_5,prob_5,terms_6,prob_6,terms_7,prob_7,terms_8,prob_8
car,0.0037350132986714,group,0.00470766822643151,hour,0.0041344149210426,call,0.00392045577226193,policy,0.00393364712730811,petition,0.00492631262519857,beaufort_sea,0.00436423228547213,glacier,0.00453900203120978
family,0.0037350132986714,club,0.00440028657427878,place,0.00410239001847837,fall,0.00392045577226193,community,0.00393364712730811,protect,0.00484856965899344,air,0.00432906522434827,record,0.00448803064399799
open,0.00367176159166595,dance,0.00440028657427878,lead,0.00410239001847837,build,0.00392045577226193,letter,0.00389020541414071,loss,0.00469308372658317,test,0.00425873110210053,percent,0.00441157356318031
week,0.00364013573816323,community,0.00423477337696576,trip,0.0040383402133499,time,0.00388961032952186,program,0.00384676370097331,u.s_fish,0.00458942643830966,system,0.00401256167423345,alaska_fairbanks,0.00441157356318031
charge,0.00364013573816323,st,0.00404561543717947,cold,0.00397429040822143,ground,0.0038587648867818,provide,0.00382504284438961,study,0.00427845457348913,issue,0.00394222755198571,permafrost,0.00430963078875673
department,0.00348200647064963,ave,0.00390374698233974,nome,0.0039422655056572,high,0.00379707400130168,price,0.00380332198780591,biological_diversity,0.004200711607284,region,0.00394222755198571,reach,0.00428414509515084
show,0.00348200647064963,sponsor,0.00388010223986646,become,0.00391024060309296,hunt,0.00373538311582155,vote,0.00378160113122221,lawsuit,0.00404522567487373,sea_ice,0.00390706049086184,increase,0.00425865940154494
day,0.00348200647064963,play,0.00378552326997331,alaska,0.00378214099283603,south,0.00370453767308149,industry,0.00367299684830371,ice,0.00394156838660022,oil_spill,0.00390706049086184,area,0.00420768801433315
home,0.00341875476364418,class,0.00376187852750002,ski,0.00371809118770756,land,0.00367369223034143,economic,0.00365127599172001,threat,0.00383791109832671,condition,0.0038367263686141,bird,0.00418220232072726
hope,0.00335550305663874,wednesday,0.00373823378502673,reach,0.00365404138257909,million,0.00358115590212124,problem,0.00362955513513631,state,0.00376016813212158,season,0.00380155930749023,satellite,0.004003802465486
fire,0.00332387720313602,fun,0.00364365481513358,late,0.00362201648001486,ship,0.00351946501664112,interest,0.00356439256538521,marine_mammal,0.00370833948798482,sea,0.00359055694074702,effect,0.00385088830385063
short,0.0032922513496333,skill,0.00364365481513358,head,0.00355796667488639,day,0.00348861957390106,percent,0.00356439256538521,biologist,0.00363059652177969,activity,0.00359055694074702,time,0.00382540261024474
