filename,1,2,3,4,5,6,7,8
text1000,0.0582901554404145,0.0479274611398964,0.120466321243523,0.441709844559585,0.156735751295337,0.0427461139896373,0.0531088082901554,0.0790155440414508
text1001,0.0494269340974212,0.0379656160458453,0.101002865329513,0.33595988538682,0.333094555873926,0.0379656160458453,0.0436962750716332,0.0608882521489971
text1002,0.0858050847457627,0.0858050847457627,0.0858050847457627,0.106991525423729,0.31885593220339,0.106991525423729,0.051906779661017,0.157838983050847
text1003,0.0462786259541985,0.0520038167938931,0.0138358778625954,0.244751908396947,0.454675572519084,0.0768129770992366,0.0176526717557252,0.0939885496183206
text1004,0.125311720698254,0.0604738154613466,0.180174563591022,0.312344139650873,0.0305486284289277,0.0554862842892768,0.0430174563591022,0.192643391521197
text1005,0.0449766355140187,0.070677570093458,0.206191588785047,0.38142523364486,0.0449766355140187,0.0940420560747664,0.0473130841121495,0.110397196261682
text1006,0.0731382978723404,0.30008865248227,0.129875886524823,0.108599290780142,0.165336879432624,0.087322695035461,0.0908687943262411,0.0447695035460993
text1007,0.0484126984126984,0.0515873015873016,0.21031746031746,0.127777777777778,0.0896825396825397,0.0992063492063492,0.318253968253968,0.0547619047619048
text1008,0.096749226006192,0.161764705882353,0.0410216718266254,0.0565015479876161,0.0410216718266254,0.130804953560372,0.301083591331269,0.171052631578947
text1009,0.0753731343283582,0.0365671641791045,0.0455223880597015,0.203731343283582,0.335074626865672,0.0694029850746269,0.135074626865672,0.0992537313432836
text1010,0.051556420233463,0.0904669260700389,0.156614785992218,0.370622568093385,0.0632295719844358,0.0554474708171206,0.0554474708171206,0.156614785992218
text1011,0.0428870292887029,0.0428870292887029,0.335774058577406,0.130753138075314,0.273012552301255,0.0638075313807531,0.051255230125523,0.0596234309623431
text1012,0.0903361344537815,0.0595238095238095,0.084733893557423,0.227591036414566,0.0427170868347339,0.0735294117647059,0.264005602240896,0.157563025210084
text1013,0.0307881773399015,0.0554187192118227,0.0997536945812808,0.0800492610837438,0.193349753694581,0.129310344827586,0.36576354679803,0.0455665024630542
text1014,0.116891891891892,0.0601351351351351,0.0628378378378378,0.0439189189189189,0.0358108108108108,0.0574324324324324,0.414189189189189,0.208783783783784
text1015,0.0603448275862069,0.0751231527093596,0.0849753694581281,0.390394088669951,0.0948275862068965,0.0899014778325123,0.0701970443349754,0.13423645320197
text1016,0.109673024523161,0.0688010899182561,0.0442779291553134,0.0606267029972752,0.0579019073569482,0.504768392370572,0.0551771117166213,0.0987738419618529
text1017,0.168960244648318,0.0741590214067278,0.0680428134556575,0.0802752293577982,0.101681957186544,0.0711009174311927,0.0802752293577982,0.355504587155963
text1018,0.134417808219178,0.0590753424657534,0.144691780821918,0.250856164383562,0.0316780821917808,0.100171232876712,0.086472602739726,0.19263698630137
text1019,0.0913716814159292,0.0745575221238938,0.0303097345132743,0.0444690265486726,0.524115044247788,0.136504424778761,0.0205752212389381,0.0780973451327434
text1020,0.0991379310344828,0.127873563218391,0.110632183908046,0.0474137931034483,0.0531609195402299,0.0991379310344828,0.392241379310345,0.0704022988505747
text1021,0.054093567251462,0.0236842105263158,0.358187134502924,0.162865497076023,0.327777777777778,0.0178362573099415,0.014327485380117,0.0412280701754386
text1022,0.0970198675496689,0.0400662251655629,0.486423841059603,0.108940397350993,0.0400662251655629,0.0586092715231788,0.106291390728477,0.0625827814569537
text1023,0.0571161048689139,0.135767790262172,0.0571161048689139,0.0795880149812734,0.0346441947565543,0.117041198501873,0.442883895131086,0.0758426966292135
text1024,0.102051835853132,0.0394168466522678,0.231641468682505,0.153887688984881,0.0264578833693305,0.307235421166307,0.0998920086393089,0.0394168466522678
text1025,0.0701438848920863,0.0341726618705036,0.393884892086331,0.252398081534772,0.0413669064748201,0.038968824940048,0.0605515587529976,0.108513189448441
text1026,0.118832236842105,0.0333059210526316,0.186266447368421,0.0382401315789474,0.0694901315789474,0.0398848684210526,0.0185032894736842,0.495476973684211
text1027,0.0389647326507395,0.112912400455063,0.0287258248009101,0.0617178612059158,0.108361774744027,0.187997724687144,0.186860068259386,0.274459613196815
text1028,0.0422453703703704,0.0584490740740741,0.0422453703703704,0.0607638888888889,0.0677083333333333,0.120949074074074,0.431134259259259,0.17650462962963
text1029,0.0425438596491228,0.0390350877192983,0.0671052631578947,0.135526315789474,0.410964912280702,0.0951754385964912,0.0706140350877193,0.139035087719298
text1030,0.05390625,0.09453125,0.05703125,0.12265625,0.48515625,0.07265625,0.05703125,0.05703125
text1031,0.0524764150943396,0.0831367924528302,0.175117924528302,0.0548349056603774,0.198702830188679,0.0902122641509434,0.0689858490566038,0.276533018867925
text1032,0.0516759776536313,0.157821229050279,0.0572625698324022,0.079608938547486,0.085195530726257,0.0963687150837989,0.392458100558659,0.079608938547486
text1033,0.0326086956521739,0.0309983896940419,0.531803542673108,0.138888888888889,0.0825281803542673,0.0664251207729469,0.0309983896940419,0.0857487922705314
text1034,0.0480769230769231,0.143099547511312,0.0254524886877828,0.167986425339367,0.163461538461538,0.0503393665158371,0.301470588235294,0.100113122171946
text1035,0.10400390625,0.21337890625,0.05126953125,0.08837890625,0.15087890625,0.06298828125,0.22314453125,0.10595703125
text1036,0.0491071428571429,0.275297619047619,0.126488095238095,0.0729166666666667,0.102678571428571,0.251488095238095,0.0729166666666667,0.0491071428571429
text1037,0.0638801261829653,0.082807570977918,0.407728706624606,0.180599369085174,0.0260252365930599,0.0607255520504732,0.0481072555205047,0.1301261829653
text1038,0.0823943661971831,0.133098591549296,0.0936619718309859,0.124647887323944,0.0654929577464789,0.380985915492958,0.0626760563380282,0.0570422535211268
text1039,0.0644736842105263,0.0486842105263158,0.522368421052632,0.106578947368421,0.0697368421052632,0.0855263157894737,0.0644736842105263,0.0381578947368421
text1040,0.0367647058823529,0.0544117647058824,0.0897058823529412,0.336764705882353,0.119117647058824,0.0955882352941176,0.154411764705882,0.113235294117647
text1041,0.0946180555555556,0.0460069444444445,0.316840277777778,0.0564236111111111,0.115451388888889,0.129340277777778,0.0390625,0.202256944444444
text1042,0.169478527607362,0.0283742331288344,0.0437116564417178,0.0283742331288344,0.0437116564417178,0.0437116564417178,0.34739263803681,0.295245398773006
text1043,0.344465648854962,0.058206106870229,0.0391221374045802,0.0429389312977099,0.0467557251908397,0.0505725190839695,0.0925572519083969,0.325381679389313
text1044,0.11195652173913,0.033695652173913,0.0510869565217391,0.0539855072463768,0.561231884057971,0.0452898550724638,0.0221014492753623,0.120652173913043
text1045,0.0191415313225058,0.0446635730858469,0.513341067285383,0.0423433874709977,0.227958236658933,0.0539443155452436,0.0261020881670534,0.0725058004640371
text1046,0.030327868852459,0.0729508196721312,0.030327868852459,0.295901639344262,0.207377049180328,0.286065573770492,0.0368852459016393,0.0401639344262295
text1047,0.0397897897897898,0.0788288288288288,0.237987987987988,0.316066066066066,0.0668168168168168,0.0728228228228228,0.0307807807807808,0.156906906906907
text1048,0.083433734939759,0.141265060240964,0.32921686746988,0.0701807228915663,0.0484939759036145,0.215963855421687,0.0352409638554217,0.0762048192771084
text1049,0.0762806236080178,0.0339643652561247,0.0584632516703786,0.0540089086859688,0.385857461024499,0.049554565701559,0.0851893095768374,0.256681514476615
text1050,0.25,0.0336734693877551,0.143877551020408,0.107142857142857,0.0622448979591837,0.11530612244898,0.143877551020408,0.143877551020408
text1051,0.115339578454333,0.0661592505854801,0.047423887587822,0.0427400468384075,0.0286885245901639,0.0708430913348946,0.445550351288056,0.183255269320843
text1052,0.25802752293578,0.0561926605504587,0.0653669724770642,0.069954128440367,0.0378440366972477,0.0424311926605505,0.0928899082568807,0.377293577981651
text1053,0.0369897959183673,0.0471938775510204,0.332908163265306,0.292091836734694,0.0420918367346939,0.0676020408163265,0.0676020408163265,0.113520408163265
text1054,0.0340106007067138,0.0181095406360424,0.178886925795053,0.572879858657244,0.0799469964664311,0.0410777385159011,0.021643109540636,0.0534452296819788
text1055,0.233193277310924,0.0343137254901961,0.0287114845938375,0.0427170868347339,0.023109243697479,0.0791316526610644,0.193977591036415,0.36484593837535
text1056,0.0625,0.0424270072992701,0.469434306569343,0.186587591240876,0.0223540145985401,0.051551094890511,0.0716240875912409,0.093521897810219
text1057,0.0401740020470829,0.06985670419652,0.525332650972364,0.136386898669396,0.0596212896622313,0.0913510747185261,0.0452917093142272,0.031985670419652
text1058,0.086441893830703,0.102223816355811,0.436513629842181,0.208393113342898,0.0190100430416069,0.0491391678622669,0.0362266857962697,0.062051649928264
text1059,0.056695464362851,0.056695464362851,0.497300215982721,0.179805615550756,0.0415766738660907,0.0437365010799136,0.0545356371490281,0.0696544276457883
text1060,0.0341225626740947,0.0285515320334262,0.56058495821727,0.0842618384401114,0.0452646239554318,0.0341225626740947,0.120473537604457,0.0926183844011142
text1061,0.0258474576271186,0.0309322033898305,0.683474576271187,0.0766949152542373,0.0682203389830508,0.0326271186440678,0.0309322033898305,0.051271186440678
text1062,0.0495466321243523,0.0158678756476684,0.487370466321244,0.189443005181347,0.110427461139896,0.0560233160621762,0.0301165803108808,0.0612046632124352
text1063,0.0641112618724559,0.0383310719131615,0.62449118046133,0.0898914518317503,0.0478290366350068,0.0274762550881954,0.0627544097693352,0.0451153324287653
text1064,0.0486348122866894,0.0520477815699659,0.348976109215017,0.130546075085324,0.0486348122866894,0.260238907849829,0.0656996587030717,0.045221843003413
text1065,0.0586124401913876,0.0921052631578947,0.135167464114833,0.0442583732057416,0.245215311004785,0.0825358851674641,0.139952153110048,0.202153110047847
text1066,0.0921762589928058,0.318794964028777,0.273830935251799,0.0364208633093525,0.0256294964028777,0.0526079136690647,0.0759892086330935,0.12455035971223
text1067,0.206701030927835,0.0520618556701031,0.0479381443298969,0.0458762886597938,0.027319587628866,0.355154639175258,0.120103092783505,0.144845360824742
text1068,0.124429223744292,0.110730593607306,0.124429223744292,0.133561643835616,0.0742009132420091,0.133561643835616,0.229452054794521,0.069634703196347
text1069,0.0359848484848485,0.104166666666667,0.470328282828283,0.0713383838383838,0.0991161616161616,0.0763888888888889,0.0890151515151515,0.0536616161616162
text1070,0.0275537634408602,0.0356182795698925,0.20497311827957,0.127016129032258,0.256048387096774,0.0383064516129032,0.0705645161290323,0.23991935483871
text1071,0.123983739837398,0.0752032520325203,0.148373983739837,0.15650406504065,0.0752032520325203,0.172764227642276,0.0995934959349593,0.148373983739837
text1072,0.048469387755102,0.0246598639455782,0.048469387755102,0.395408163265306,0.143707482993197,0.0790816326530612,0.208333333333333,0.0518707482993197
text1073,0.114431486880466,0.064868804664723,0.0677842565597668,0.0998542274052478,0.0969387755102041,0.181486880466472,0.21064139941691,0.16399416909621
text1074,0.0855034722222222,0.0542534722222222,0.0768229166666667,0.0386284722222222,0.361545138888889,0.05078125,0.0212673611111111,0.311197916666667
text1075,0.0532700421940928,0.095464135021097,0.0385021097046414,0.0511603375527426,0.0321729957805907,0.0427215189873418,0.643987341772152,0.0427215189873418
text1076,0.188444924406048,0.0437365010799136,0.104211663066955,0.0307775377969762,0.0394168466522678,0.0804535637149028,0.149568034557235,0.363390928725702
text1077,0.0409090909090909,0.143073593073593,0.0521645021645022,0.091991341991342,0.104112554112554,0.405411255411255,0.111904761904762,0.0504329004329004
text1078,0.0848540145985401,0.0629562043795621,0.0629562043795621,0.0374087591240876,0.0410583941605839,0.533759124087591,0.0812043795620438,0.0958029197080292
